,Count,Hour,Temp,Hum,Wind,Visb,Rainfall,Snow,Weekend,Holiday,Fday,DWeek_Friday,DWeek_Monday,DWeek_Saturday,DWeek_Sunday,DWeek_Thursday,DWeek_Tuesday,DWeek_Wedesday,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
686,419,14,5.7,54,3.5,418,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
687,426,15,5.7,53,2.7,408,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
688,504,16,5.4,56,2.2,396,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
689,534,17,4.5,59,1.6,384,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
690,574,18,3.6,62,1.4,389,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
691,395,19,2.7,68,1.2,348,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
692,292,20,1.7,73,0.5,332,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
693,282,21,1.0,77,1.5,297,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
694,294,22,0.8,77,1.4,293,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
695,236,23,0.3,80,0.8,264,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
696,240,0,-0.4,83,1.2,247,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
697,234,1,-0.5,83,0.7,244,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
698,192,2,-0.9,84,0.6,230,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
699,127,3,-1.1,83,0.8,237,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
700,86,4,-1.1,83,0.7,242,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
701,52,5,-1.2,81,0.8,258,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
702,62,6,-1.1,81,1.0,253,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
703,88,7,-0.7,79,0.7,259,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
704,162,8,-0.4,78,0.5,249,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
705,224,9,0.2,76,1.3,249,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
706,208,10,0.8,73,0.5,248,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
707,237,11,2.0,69,1.0,257,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
708,274,12,3.2,64,0.8,258,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
709,333,13,4.0,62,1.0,256,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
710,356,14,4.3,60,1.2,272,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
711,337,15,4.3,61,0.7,274,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
712,345,16,4.1,63,0.7,263,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
713,183,17,3.8,64,0.9,250,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
714,45,18,3.0,84,1.7,137,0.3,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
715,40,19,2.3,89,0.6,96,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
716,66,20,1.9,90,0.9,88,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
717,64,21,1.8,92,1.1,109,0.2,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
718,30,22,1.8,92,1.2,94,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
719,42,23,1.4,92,1.9,73,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
720,43,0,0.9,95,1.8,63,0.2,0.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
721,43,1,0.5,95,2.1,79,0.0,0.6,True,True,True,False,False,False,True,False,False,False,False,False,False,True
722,65,2,0.4,95,1.7,110,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
723,65,3,0.3,91,2.0,172,1.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
724,32,4,-0.2,87,3.5,246,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
725,22,5,-0.8,85,2.8,329,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
726,25,6,-1.3,84,2.4,425,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
727,39,7,-1.8,86,1.7,367,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
728,84,8,-2.1,86,1.4,354,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
729,103,9,-1.9,82,1.6,410,0.0,1.2,True,True,True,False,False,False,True,False,False,False,False,False,False,True
730,110,10,-0.5,73,1.7,609,0.0,1.1,True,True,True,False,False,False,True,False,False,False,False,False,False,True
731,142,11,0.8,62,2.8,801,0.0,1.1,True,True,True,False,False,False,True,False,False,False,False,False,False,True
732,209,12,1.4,47,4.5,1388,0.0,1.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
733,267,13,2.5,36,3.7,1578,0.0,0.7,True,True,True,False,False,False,True,False,False,False,False,False,False,True
734,262,14,3.0,28,3.8,1956,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
735,300,15,3.1,25,3.9,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
736,272,16,2.7,26,2.7,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
737,240,17,1.7,30,2.9,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
738,215,18,0.7,31,2.3,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
739,163,19,0.0,31,2.2,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
740,161,20,-1.0,32,0.9,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
741,179,21,-1.6,35,1.0,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
742,155,22,-2.1,36,1.7,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
743,227,23,-2.6,40,0.6,2000,0.0,0.0,True,True,True,False,False,False,True,False,False,False,False,False,False,True
744,206,0,-3.2,40,0.5,1358,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
745,230,1,-3.3,41,0.7,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
746,178,2,-3.7,42,0.9,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
747,119,3,-4.0,44,1.0,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
748,62,4,-4.2,53,1.1,1994,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
749,61,5,-4.4,54,0.8,1786,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
750,65,6,-4.5,51,1.1,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
751,81,7,-4.7,56,1.1,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
752,89,8,-5.0,55,1.0,2000,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
753,121,9,-4.3,39,0.7,1973,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
754,139,10,-1.6,32,0.8,1766,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
755,169,11,0.1,27,2.2,1874,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
756,225,12,1.5,20,2.8,1992,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
757,248,13,2.4,22,2.3,1921,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
758,298,14,3.7,24,2.1,1906,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
759,344,15,3.0,27,2.9,1715,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
760,310,16,3.0,28,2.5,1864,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
761,271,17,1.8,33,3.3,1913,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
762,218,18,0.8,34,1.9,1887,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
763,125,19,-0.1,39,1.3,1911,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
764,206,20,-0.3,40,1.2,1936,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
765,203,21,-0.9,44,1.2,1871,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
766,168,22,-1.3,48,0.8,1927,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
767,154,23,-1.6,51,0.7,1882,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,True
768,148,0,-1.8,54,1.1,1772,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
769,108,1,-2.1,56,0.8,1732,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
770,69,2,-2.3,62,0.9,1560,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
771,41,3,-2.5,62,0.4,1626,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
772,31,4,-2.7,67,0.5,1302,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
773,58,5,-3.1,67,0.6,1384,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
774,139,6,-3.2,67,0.4,1409,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
775,344,7,-3.2,69,0.5,1249,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
776,655,8,-3.4,71,0.8,1179,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
777,315,9,-3.1,66,0.2,1168,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
778,208,10,-1.4,50,1.9,1355,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
779,269,11,-0.4,40,2.3,1633,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
780,293,12,0.9,29,1.9,1761,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
781,273,13,1.5,23,3.6,1970,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
782,302,14,1.7,20,4.4,1995,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
783,295,15,1.5,22,3.0,1998,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
784,320,16,1.3,23,2.9,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
785,373,17,0.3,27,2.6,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
786,675,18,-0.8,24,2.3,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
787,403,19,-1.3,28,2.4,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
788,364,20,-1.9,26,2.2,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
789,304,21,-2.6,28,2.0,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
790,273,22,-3.4,33,2.4,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
791,186,23,-3.8,35,2.3,2000,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
792,160,0,-4.3,38,1.4,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
793,130,1,-5.0,42,1.2,1993,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
794,110,2,-5.5,43,2.0,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
795,67,3,-6.1,45,1.3,1999,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
796,43,4,-6.1,45,2.3,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
797,67,5,-6.4,47,2.4,1981,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
798,137,6,-6.7,48,2.4,1991,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
799,308,7,-6.9,48,2.4,1974,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
800,670,8,-7.0,49,1.5,1971,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
801,342,9,-6.8,44,1.7,1858,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
802,213,10,-5.6,38,2.9,1752,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
803,267,11,-4.5,36,3.2,1736,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
804,297,12,-3.4,32,3.1,1706,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
805,279,13,-2.2,31,2.3,1910,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
806,270,14,-1.5,30,2.8,1903,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
807,286,15,-1.1,29,2.8,1976,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
808,299,16,-0.4,30,2.0,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
809,382,17,-1.9,35,1.8,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
810,637,18,-3.1,39,2.1,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
811,431,19,-3.7,41,2.0,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
812,294,20,-3.9,44,2.5,2000,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
813,335,21,-4.3,47,2.8,1997,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
814,291,22,-5.2,53,1.3,1969,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
815,197,23,-5.9,54,0.8,1968,0.0,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
816,159,0,-6.3,54,1.4,1990,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
817,150,1,-6.9,56,2.3,1994,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
818,123,2,-7.3,57,2.0,1978,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
819,57,3,-7.4,54,1.7,1968,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
820,38,4,-7.5,55,1.3,1984,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
821,66,5,-7.6,49,1.3,2000,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
822,120,6,-7.6,47,2.3,2000,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
823,302,7,-8.1,51,0.5,1987,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
824,646,8,-8.6,55,0.6,1984,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
825,340,9,-7.9,48,1.2,1926,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
826,197,10,-6.4,43,1.0,1872,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
827,264,11,-4.4,40,0.8,1671,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
828,290,12,-2.9,33,0.9,1813,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
829,284,13,-2.0,32,1.0,1864,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
830,262,14,-0.8,32,1.4,1846,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
831,281,15,-1.2,31,0.8,1732,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
832,309,16,-1.4,34,1.8,1719,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
833,397,17,-2.1,37,1.4,1591,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
834,603,18,-2.6,38,1.4,1604,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
835,417,19,-2.7,39,1.4,1616,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
836,311,20,-2.8,39,1.7,1702,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
837,310,21,-3.1,41,2.0,1742,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
838,306,22,-3.6,46,1.3,1689,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
839,221,23,-4.0,48,1.5,1536,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True
840,202,0,-4.7,52,1.8,1611,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
841,170,1,-5.1,51,1.5,1550,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
842,118,2,-5.3,52,1.6,1481,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
843,67,3,-5.5,56,1.1,1453,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
844,47,4,-5.1,55,1.7,1266,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
845,75,5,-5.1,55,1.5,1452,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
846,123,6,-5.1,54,1.3,1346,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
847,327,7,-5.3,53,1.1,1300,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
848,665,8,-5.3,51,1.0,1319,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
849,354,9,-4.7,49,1.2,1550,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
850,232,10,-3.3,50,1.3,1407,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
851,308,11,-0.7,45,1.5,1429,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
852,362,12,-0.3,45,2.2,1066,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
853,312,13,0.9,43,2.0,1112,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
854,343,14,1.4,41,2.0,1003,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
855,333,15,1.5,34,2.8,1776,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
856,329,16,1.0,34,2.9,2000,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
857,446,17,-0.6,45,3.3,1827,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
858,635,18,-1.8,44,2.2,1709,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
859,443,19,-2.5,49,0.6,1436,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
860,322,20,-3.4,51,1.1,1391,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
861,284,21,-3.5,53,0.9,1353,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
862,281,22,-3.8,53,1.3,1300,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
863,189,23,-3.6,50,1.9,1284,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True
864,184,0,-4.3,52,1.6,1247,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
865,222,1,-4.8,54,1.2,1219,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
866,176,2,-5.5,56,1.4,1285,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
867,103,3,-5.6,56,1.0,1367,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
868,61,4,-5.9,61,1.1,1260,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
869,48,5,-6.1,64,1.0,1231,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
870,69,6,-6.5,67,0.7,1175,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
871,105,7,-6.6,65,1.0,1320,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
872,186,8,-6.5,62,1.1,1503,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
873,221,9,-5.8,49,1.4,1728,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
874,204,10,-3.5,39,2.0,1946,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
875,245,11,-1.6,35,2.1,1812,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
876,283,12,0.0,35,2.3,1672,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
877,356,13,0.9,28,2.4,1895,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
878,370,14,1.8,29,2.0,1693,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
879,373,15,2.3,27,2.2,1877,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
880,352,16,2.7,27,2.2,1811,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
881,354,17,1.1,31,1.7,1989,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
882,271,18,-0.6,37,1.6,1797,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
883,207,19,-1.2,37,1.2,1663,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
884,189,20,-2.1,41,1.1,1578,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
885,214,21,-2.5,47,0.8,1495,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
886,218,22,-2.6,47,1.6,1492,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
887,169,23,-3.2,50,0.8,1429,0.0,0.0,True,False,True,False,False,True,False,False,False,False,False,False,False,True
888,192,0,-3.8,48,0.7,1574,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
889,162,1,-3.9,51,0.2,1535,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
890,128,2,-4.4,53,0.3,1594,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
891,102,3,-4.8,56,0.6,1505,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
892,62,4,-5.1,60,0.7,1377,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
893,40,5,-5.6,58,0.7,1350,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
894,38,6,-5.5,52,0.7,1503,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
895,60,7,-5.6,58,0.9,1368,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
896,122,8,-5.3,53,1.1,1411,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
897,143,9,-3.8,49,1.6,1371,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
898,179,10,-1.8,40,1.8,1555,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
899,214,11,0.5,35,1.4,1558,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
900,278,12,1.1,34,0.9,1455,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
901,265,13,1.4,34,0.8,1394,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
902,331,14,1.9,32,0.7,1368,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
903,368,15,2.7,31,0.9,1603,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
904,333,16,2.6,32,1.0,1381,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
905,349,17,2.3,33,0.2,1515,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
906,270,18,1.8,34,1.2,1518,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
907,246,19,1.6,35,1.0,1419,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
908,233,20,1.3,38,0.4,1386,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
909,236,21,1.2,39,0.6,1378,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
910,214,22,1.1,40,0.5,1305,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
911,149,23,1.1,39,0.6,1422,0.0,0.0,True,False,True,False,False,False,True,False,False,False,False,False,False,True
912,149,0,0.9,42,1.1,1271,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
913,109,1,0.9,42,0.2,1333,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
914,77,2,0.8,42,0.5,1275,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
915,53,3,0.9,43,0.4,1261,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
916,46,4,1.0,43,0.8,1253,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
917,67,5,0.8,42,1.0,1394,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
918,159,6,0.8,45,0.7,1268,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
919,374,7,0.7,44,0.8,1357,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
920,701,8,0.7,45,0.7,1339,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
921,387,9,0.8,47,0.9,1070,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
922,253,10,1.3,43,0.8,971,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
923,278,11,1.7,37,0.6,1062,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
924,356,12,2.7,33,2.7,1281,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
925,303,13,3.0,32,1.6,1518,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
926,349,14,3.4,31,1.4,1267,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
927,318,15,3.9,33,1.8,1293,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
928,353,16,3.5,36,1.7,1702,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
929,385,17,2.7,50,2.8,1957,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
930,316,18,1.5,70,2.5,638,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
931,127,19,0.9,88,1.6,290,0.0,0.5,False,False,True,False,True,False,False,False,False,False,False,False,False,True
932,144,20,1.0,89,1.9,407,0.0,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
933,146,21,0.7,77,6.7,692,0.9,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
934,149,22,0.1,68,4.6,740,0.0,1.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True
